,nome_imm,area_px,num_pixels,perimeter_px,circularity,solidity,compactness,feret_diameter,eccentricity
36,graphene_342273,170.5,506,54.60518264770508,0.7185657601925253,18.944444444444443,0.03456151950192102,0.8004300188963658,0.5733977027233561
37,graphene_333715,1326.0,2915,175.18310594558716,0.5429613851461501,132.6,0.007939668332451851,0.8973215752259129,0.34788097950040675
38,graphene_6150,421.5,992,92.18942070007324,0.6232255808766055,30.107142857142858,0.020326046782361128,0.8093455454451933,0.3680029520497951
39,graphene_126554,607.0,1155,97.72494983673096,0.7987072796651732,50.583333333333336,0.013621979960477804,0.885793239801753,0.4102528977569659
40,graphene_169228,485.5,896,101.33297920227051,0.5941518804352223,40.458333333333336,0.023605020307690405,0.990575515721469,0.6000001029220464
41,graphene_18576,1129.5,2450,152.62791085243225,0.6092957935648955,80.67857142857143,0.008418129449071022,1.0366138677842445,0.7917765879205492
42,graphene_298098,841.0,1862,133.33959865570068,0.5944120058205035,64.6923076923077,0.011353835946454808,0.9320388023082172,0.6189847181792195
43,graphene_241581,1229.5,2491,166.13915753364563,0.5597503699817294,76.84375,0.00901242673412476,1.0458405854942587,0.7384216525510852
44,graphene_260704,1419.0,2550,187.00105834007263,0.509922447428175,129.0,0.009664192076802842,1.0184670529676505,0.5793948777942427
45,graphene_141720,109.5,399,49.643444538116455,0.5583418329135552,13.6875,0.05640749329051039,0.7203023486183254,0.40618006027794457
46,graphene_49588,220.0,600,74.09815645217896,0.5035211749040281,15.714285714285714,0.041594975678875684,0.9676431660393777,0.7509339568569714
47,graphene_80342,77.0,360,39.53800296783447,0.6189721799470972,12.833333333333334,0.05639443285297574,0.5797509043642028,0.0
48,graphene_227444,105.5,324,46.50094270706177,0.6131105777725017,15.071428571428571,0.06325954223408346,0.8577505217658149,0.684969795503363
49,graphene_224146,98.0,399,41.292442083358765,0.7222620614162678,10.88888888888889,0.04360558982168528,0.6109343671777313,0.5041153018313991
50,graphene_221412,938.5,1932,129.97220945358276,0.6981409899102972,72.1923076923077,0.009316646222081396,0.9691835238467607,0.66010465316895
51,graphene_338155,239.0,600,89.41303205490112,0.37566965869359115,21.727272727272727,0.05575097839087012,1.0432086718770168,0.7473509510250534
52,graphene_137268,276.5,650,74.01870846748352,0.6341938026600016,25.136363636363637,0.03048417973678852,0.7844645405527362,0.31224989991991997
53,graphene_205720,1466.0,2600,180.39981651306152,0.5660719710011747,183.25,0.008538171318592263,1.0001922892047386,0.6203643929237794
54,graphene_169228,761.0,1600,131.4043356180191,0.5538282837988773,54.357142857142854,0.014181257735884531,1.147006130218506,0.8494461711073591
55,graphene_250039,1356.0,2700,164.92031478881836,0.6265002424360964,84.75,0.007428905886060018,1.0820244647982846,0.8197854508265677
56,graphene_289441,134.5,440,54.51109027862549,0.5688036982740601,19.214285714285715,0.050210526586084124,0.7197836187964242,0.17540630308721739
57,graphene_150750,474.0,1110,121.08083128929138,0.40629120173074973,43.09090909090909,0.027864385345546513,1.0805404053377954,0.7195463248327011
58,graphene_73556,1316.0,2652,183.11041045188904,0.4932188668026258,109.66666666666667,0.009607196270939429,0.8948337125992608,0.2689363256828224
59,graphene_320432,414.0,960,82.36564135551453,0.7668634448743198,34.5,0.017069491938167383,0.8046439415620802,0.40249329184321864
60,graphene_154527,303.0,775,72.62062644958496,0.7219922081158987,27.545454545454547,0.0224582364992235,0.762417326837984,0.3575749917227222
61,graphene_230021,376.5,930,76.73300218582153,0.8035454825357506,34.22727272727273,0.016815758112922623,0.7869910029407435,0.39965262694272674
62,graphene_228699,453.5,992,94.86391305923462,0.6332644165129596,34.88461538461539,0.02000382775747329,0.841491326206255,0.32164642203334365
63,graphene_102855,736.0,1394,127.94806909561157,0.5649632596519717,73.6,0.015956104954166335,0.8854686389652482,0.11566180977638352
64,graphene_230021,81.0,288,43.21714687347412,0.5449826781195906,13.5,0.08006351954232828,0.7612064759351311,0.5730093992794923
65,graphene_61115,346.5,812,80.29047536849976,0.6754373067384766,34.65,0.02291230544324194,0.8382453718304079,0.5300710920610336
66,graphene_163843,1037.0,2365,180.1830848455429,0.4013844877333238,103.7,0.013237870693212089,1.2241436357067352,0.8702104527198401
67,graphene_236547,489.5,1089,89.61257219314575,0.7659927755776116,34.964285714285715,0.015064589801950717,0.8231512127500592,0.48412301345689973
68,graphene_183086,148.5,506,55.40864443778992,0.6078287903344431,16.5,0.04085809183313274,0.7238231699741273,0.41176434271638834
69,graphene_235334,248.0,624,66.79607319831848,0.698489176618595,24.8,0.028831390836403542,0.7620635234143817,0.18897494248149974
70,graphene_163843,948.5,2214,178.63547956943512,0.3735181920288765,105.38888888888889,0.015195692224066087,1.1553073393304514,0.8330882391432956
71,graphene_122634,1458.0,3021,186.0493106842041,0.5293114118788803,121.5,0.007858648810422949,0.9422460341087125,0.5645045142899838
72,graphene_119302,27.5,162,25.068392038345337,0.5499074482471046,6.875,0.14106044430711018,0.6211299076226284,0.5999999195791008
73,graphene_45604,456.5,928,99.52240681648254,0.579173797016899,41.5,0.023380456288820132,0.9105583870332788,0.5087551688422216
74,graphene_26504,127.5,418,48.62965750694275,0.6775129909728933,18.214285714285715,0.04437271018374244,0.7336739820667777,0.5999999999999999
75,graphene_76601,33.5,182,22.644556760787964,0.8209694991511941,5.583333333333333,0.08410299342177265,0.5929994533288809,0.7806247497997998
76,graphene_44142,1351.0,2501,180.1750726699829,0.5229688257180766,103.92307692307692,0.00960772073454367,1.1197760671776078,0.7506374841779894
77,graphene_205720,1483.0,2420,182.7947735786438,0.5577293075281012,123.58333333333333,0.009310457707368817,1.0367224259317207,0.5376984000314545
78,graphene_301236,55.0,224,33.82591128349304,0.6040509094486914,7.857142857142857,0.0928727495258719,0.8561031529635983,0.8440706977521848
79,graphene_332569,332.5,896,91.94697403907776,0.49422718619788486,36.94444444444444,0.028377571277332307,0.8976655084714508,0.4958272460943411
80,graphene_229365,1204.5,2091,170.5994610786438,0.5200694684645578,133.83333333333334,0.01155565248218261,1.0059602387335993,0.4938181170261107
81,graphene_264493,1456.0,2862,196.63515210151672,0.4732045611610442,132.36363636363637,0.00927878928945471,1.0446548355255216,0.6181673330185585
82,graphene_122634,1444.5,2592,198.08448791503906,0.46262220691271566,160.5,0.010479688909551357,1.0410183167468616,0.5846012598048931
83,graphene_86160,15.0,169,16.34919023513794,0.7051940326948832,3.0,0.10544221749299004,0.4816146263709435,0.8660254037844386
84,graphene_228234,645.5,1386,119.93931770324707,0.5638751592171196,58.68181818181818,0.016079171633475886,1.108224212657445,0.7828752956014853
85,graphene_231236,198.0,552,52.67204284667969,0.8968395029864719,18.0,0.025383766081489356,0.707539447645237,0.34916074150636583
86,graphene_86160,35.5,228,42.50637364387512,0.24690512582726015,5.916666666666667,0.22322606873643708,0.8477007843119775,0.7678539586747
87,graphene_252556,45.0,210,28.193485260009766,0.7114179929524286,6.428571428571429,0.0841135038207818,0.7590721152765897,0.8381404052084444
88,graphene_42788,8.0,132,13.152982473373413,0.5811006593265056,2.0,0.16382665525082216,0.49543367541290384,0.895806409550545
89,graphene_231236,128.0,440,45.05199599266052,0.7924862943438601,11.636363636363637,0.036038393872917254,0.633173754001821,0.4259176736829418
90,graphene_277692,28.0,182,24.67292881011963,0.5779981974869793,4.0,0.11945710676397786,0.5188745216627708,0.0
91,graphene_79707,1168.0,2280,164.78531455993652,0.5405248887661401,106.18181818181819,0.010196692462230095,1.145734023146384,0.8078838474140569
92,graphene_226491,329.5,841,76.8221070766449,0.7016052874536266,32.95,0.02129712671595703,0.7586206896551724,0.0
93,graphene_148849,1876.0,3245,213.44244718551636,0.5174651600486844,170.54545454545453,0.007483659995292403,1.0181706782476272,0.5859533265000005
94,graphene_160141,1194.5,2537,165.66674160957336,0.5469219545185001,74.65625,0.009056576077331556,1.0683852702283376,0.7736185942840539
95,graphene_184123,794.0,1400,117.10487771034241,0.7275794038433668,61.07692307692308,0.01233676896685341,0.9318277747218829,0.41566803196939767
96,graphene_115798,94.0,406,47.63719153404236,0.520529585207296,15.666666666666666,0.059461849314826454,0.8177647343722825,0.7659859675789753
97,graphene_90545,1.5,80,10.335087537765503,0.17647077956635973,0.5,0.8901169534439651,0.5700877140972095,0.9933208904289506
98,graphene_137268,104.0,323,46.834595918655396,0.5958125519071926,17.333333333333332,0.06529767131649597,0.8110838883466712,0.6614377350371954
99,graphene_80015,670.0,1190,112.06932830810547,0.6703646869952252,55.833333333333336,0.015752582901580246,0.898645105261295,0.25194353793247254
100,graphene_163843,619.5,1333,147.3951290845871,0.3583314369762712,68.83333333333333,0.026308422236142683,1.253042216471413,0.8594335828988238
101,graphene_227171,12.5,144,24.663633584976196,0.2582294425303773,2.5,0.3379415675633143,0.7666666507720947,0.9107112939157532
102,graphene_258075,73.5,289,35.26630234718323,0.7426383116197951,10.5,0.05855104777171768,0.7440653408274931,0.7378178626708585
103,graphene_49588,374.5,1014,107.98269379138947,0.40360205723754666,34.04545454545455,0.030705667144476607,1.2071008867546427,0.9145404691175394
104,graphene_338155,446.5,992,119.79707312583923,0.39096592903705674,40.59090909090909,0.03240106457374036,1.0414010171782102,0.6614377288607939
105,graphene_64440,11.0,168,17.40224266052246,0.4564488410005301,2.2,0.16387340347170337,0.4485426311947609,0.8426501126589934
106,graphene_54884,1078.5,1980,157.93208527565002,0.5433620141926614,154.07142857142858,0.011680337711615548,1.1011929372320706,0.774435328474378
107,graphene_258075,158.0,506,48.359659910202026,0.8489858949539847,14.363636363636363,0.029252222777685508,0.7223956120435147,0.611758358888043
108,graphene_5852,511.0,1155,105.43842077255249,0.5776077065578594,46.45454545454545,0.01883626972833139,0.9117158417008859,0.5865440536836751
109,graphene_238951,505.5,1155,99.35650610923767,0.6434849616810205,50.55,0.01690789250064868,0.8102243241940248,0.4779659479704615
110,graphene_4734,549.5,1440,94.33275294303894,0.7759836008054781,45.791666666666664,0.011245915829810462,0.7440698111290536,0.3538712340870127
111,graphene_289441,203.0,528,58.6854522228241,0.7407045131419603,25.375,0.03213149632965153,0.7833494518006403,0.45812284729085123
112,graphene_229365,1608.5,2805,199.94200682640076,0.505618359950659,123.73076923076923,0.008860417023370936,1.1868429869261399,0.7933475289328367
113,graphene_5879,131.5,418,48.95509886741638,0.689508704036625,16.4375,0.04360073689883953,0.7336739820667777,0.5999999999999999
114,graphene_178673,362.5,754,81.18669438362122,0.691111559579486,40.27777777777778,0.024115171846481345,0.8497932480057567,0.2443112930964125
115,graphene_280500,1162.5,2205,136.47030782699585,0.7843799488890286,77.5,0.007265655248197403,0.9583148474999099,0.6285393610547089
116,graphene_119302,450.5,1056,84.5812680721283,0.7913275308880782,34.65384615384615,0.015037985800056396,0.7693218186208295,0.28
117,graphene_116780,502.5,1152,131.42361569404602,0.3655940404404184,50.25,0.029837214555860105,0.913346259032624,0.4291656353435508
118,graphene_228699,13.5,130,16.822014331817627,0.5994978573375088,2.7,0.1612422599315542,0.43852900965351466,0.2799998692103463
119,graphene_176095,42.0,196,25.14218235015869,0.8349360454827988,7.0,0.07678927761523703,0.5571428707667759,0.3161236444878691
120,graphene_283855,47.5,195,29.607698678970337,0.6809169876230241,7.916666666666667,0.09464138419052112,0.6725382251233947,0.5870870879077831
121,graphene_342273,589.0,1120,94.81864809989929,0.8232611869611041,53.54545454545455,0.013628692741166227,0.864686419427743,0.3049103838678012
122,graphene_263718,847.5,1632,131.2061951160431,0.6186441179106078,77.04545454545455,0.012446545228779261,1.1471807378550218,0.8046271286391683
123,graphene_227444,258.0,720,64.40733861923218,0.7815537693198876,28.666666666666668,0.022331531373882624,0.8043152426215325,0.6646818989156568
124,graphene_76601,551.5,1155,96.3700442314148,0.7462275249765538,50.13636363636363,0.01457996950491551,0.8324104966237879,0.19705682539937824
125,graphene_176095,709.5,1482,108.97599983215332,0.7507589863590559,64.5,0.011294346857538266,0.8341250697412853,0.22557047650005202
126,graphene_338155,648.5,2160,150.97497749328613,0.35752786654417207,49.88461538461539,0.016272197827678015,0.9821193582099264,0.8322851689941178
127,graphene_252266,668.0,1190,131.12460470199585,0.48822267128276353,60.72727272727273,0.021629424292073006,0.9245975025725442,0.0
128,graphene_252266,377.0,870,96.96202278137207,0.5039040863774402,47.125,0.028664391785893827,0.8255266796190629,0.27641313808896306
129,graphene_324021,163.5,483,50.77262043952942,0.797018613651737,16.35,0.03264331600150082,0.7034732355170829,0.3527586895511457
130,graphene_231617,558.0,1216,107.38857507705688,0.6080340539095493,37.2,0.016996065095442905,0.8748915979733232,0.574959598839383
131,graphene_45604,562.0,1190,101.9896354675293,0.6789442279885246,43.23076923076923,0.015553523943299006,0.844197630793316,0.2733846956663824
132,graphene_6150,8.5,96,13.832324028015137,0.5582625331739,2.125,0.23447694609804523,0.5693348062753213,0.8782177964396392
133,graphene_4734,81.5,240,45.51198375225067,0.4944426681441461,16.3,0.10589676201764463,0.9128709289420094,0.5999999280693717
134,graphene_252556,97.5,342,41.565162897109985,0.7091784105912886,16.25,0.05181174888778793,0.7510519880923757,0.6037115058002748
135,graphene_302020,412.0,930,79.99157309532166,0.8091305609742127,31.692307692307693,0.016699686204886176,0.7869910029407435,0.28565227501671
136,graphene_241581,33.0,221,32.091529846191406,0.40266414694662206,4.714285714285714,0.14121298339078484,0.650791310792178,0.6540973931508769
137,graphene_90545,293.0,784,68.44748997688293,0.7858912088543895,32.55555555555556,0.020395359772826367,0.7857142857142857,0.5749595745760688
138,graphene_332569,115.5,360,43.8956024646759,0.7532685234516773,14.4375,0.04634016151363303,0.6862003032549677,0.29545333321799155
139,graphene_86160,96.5,360,44.414859771728516,0.6147245911999895,13.785714285714286,0.056784103872835584,0.6851601597031488,0.38461538461538447
140,graphene_86160,100.0,380,42.90627408027649,0.6826031038374855,14.285714285714286,0.0484460093539949,0.6529285466562303,0.32867085983133304
141,graphene_283855,572.5,1190,103.87896800041199,0.6666994581979206,40.892857142857146,0.01583918387263677,0.845071067058327,0.23521277646935437
142,graphene_218641,186.5,552,54.840760707855225,0.7792588791226467,20.72222222222222,0.029213865592495603,0.7223322964727705,0.2603389747280031
143,graphene_213976,132.5,440,50.91605567932129,0.6422679294730274,13.25,0.04446731948438672,0.7223460513236073,0.646610299467668
144,graphene_235249,1925.5,3304,193.45111513137817,0.6465630949166261,148.1153846153846,0.0058824590615395855,0.9046557008309873,0.195170991636389
145,graphene_116780,288.0,756,65.41618227958679,0.8457304395333631,28.8,0.019654233282058925,0.727392967453308,0.4358898943540673
146,graphene_257479,721.0,1482,113.89000058174133,0.698512107730006,51.5,0.01213913446097417,0.9942218963548809,0.7517745466279276
147,graphene_277692,585.0,1155,103.37207865715027,0.6879537326548331,58.5,0.015814980050912142,0.8409461524392016,0.27393345134992003
148,graphene_325159,643.0,1620,142.3465654850006,0.3987740149384747,64.3,0.019452167411031975,1.036852253073858,0.8029963877260046
149,graphene_5879,1071.0,2950,171.06764030456543,0.45990020723055297,82.38461538461539,0.00926241515433768,1.053871816679262,0.8627940790963837
150,graphene_235249,1998.0,3363,204.97306489944458,0.597601608620873,181.63636363636363,0.006252752504849768,0.965660780700906,0.2648642316819878
151,graphene_196568,1323.0,2970,170.72357749938965,0.5704041842271332,88.2,0.00741772471863765,0.8743187225893708,0.42971405466400625
152,graphene_196568,1332.0,2650,173.1541769504547,0.5582749535535504,88.8,0.008494070200971551,0.9449391256943336,0.5000326838129878
153,graphene_329826,35.0,240,32.73246383666992,0.4105069506195536,5.833333333333333,0.1275493081927267,0.6639527977705671,0.7580694231017922
154,graphene_294805,1230.5,2301,158.95054388046265,0.6120225802499385,94.65384615384616,0.008923306281121483,1.182227608619604,0.8243470784938113
155,graphene_235334,558.5,1156,102.33164024353027,0.6702134988325373,46.541666666666664,0.0162195521787092,0.829440060783835,0.08762218001966808
156,graphene_104503,38.0,192,38.096923828125,0.3290134419002075,6.333333333333333,0.19892757746243947,0.7216878364870323,0.4358898943540673
157,graphene_163843,613.0,1332,144.93725061416626,0.36669948591253243,55.72727272727273,0.025727366782272044,1.0365518660503568,0.6413923598823194
158,graphene_228699,257.0,729,63.721901416778564,0.7953632760397339,25.7,0.021672888718993803,0.7037037037037037,0.3201453963314855
159,graphene_148849,1576.5,2756,209.9845495223999,0.44929248787668236,157.65,0.010148491527668311,0.9714726301433106,0.3882154877102616
160,graphene_49588,422.5,1254,116.49212276935577,0.391240187918217,38.40909090909091,0.02561349653616953,1.1314827946930328,0.9144221198651857
161,graphene_42788,258.0,650,67.64779257774353,0.7084713797676129,25.8,0.027288156473711463,0.7866076904715988,0.3637235719121147
162,graphene_65954,326.5,728,82.39833474159241,0.6043049895875343,32.65,0.028564215742168497,0.8053803727384464,0.3729068068952249
163,graphene_299669,15.0,165,15.570276021957397,0.7775145051818325,3.0,0.09795292743431978,0.45315295811412515,0.7453560535585531
164,graphene_332569,35.5,238,28.22137451171875,0.5601210482406428,7.1,0.09426511768619822,0.5296210212226804,0.41659785991540804
165,graphene_252266,37.5,196,25.571155548095703,0.7206766045267958,7.5,0.08896380898842254,0.5,0.5150787536377128
166,graphene_115798,630.5,1190,105.42281317710876,0.7128953021814814,45.035714285714285,0.014812799683025447,0.892967078397791,0.37738536553363317
167,graphene_38311,486.0,1089,92.76394701004028,0.7097210640691864,44.18181818181818,0.01625901715411043,0.8068366773200758,0.34798546566953337
