nome_imm,numero_atomi,area_px,num_pixels,perimeter_px,circularity,solidity,compactness,feret_diameter,eccentricity
graphene_208907,425.0,181.5,680.0,76.93998098373413,0.67599264525063,16.259871441689622,0.04810391273914491,0.6610369115501716,0.31517675794708694
graphene_208940,382.0,630.0,1545.0,175.81459069252014,0.6583533775791224,28.32704081632653,0.03508426167131122,0.8714169345965289,0.5223485386824503
graphene_208976,364.0,819.0,1440.0,126.27335023880005,0.6454615245938775,81.9,0.013520009988918282,0.9130609699477787,0.28278322609637646
graphene_209358,332.0,1085.0,2350.0,143.51619267463684,0.6619692153625757,83.46153846153847,0.008078006690782817,1.0318590053830106,0.7510949515197274
graphene_209663,369.0,684.5,1699.0,161.21321606636047,0.667375623928645,34.79300584368152,0.02313410596637618,0.8681426392867695,0.5493368089184998
graphene_209708,420.0,234.5,598.0,64.41539716720581,0.7101880057939759,21.318181818181817,0.02958934466850316,0.7498048343191989,0.0
graphene_210133,378.0,672.5,1190.0,111.41198229789734,0.6808294756736373,51.73076923076924,0.015510455530345182,0.897578978904269,0.2929089062453001
graphene_210164,265.0,1573.0,2703.0,199.92968201637268,0.4945201999125356,131.08333333333334,0.00940112402507442,1.0001849625466663,0.4278576050247498
graphene_210362,345.0,1859.5,4488.0,291.1459422111511,0.5513244244780459,80.94786293969543,0.010160686416277735,1.1120536105170864,0.8529338657721804
graphene_210473,338.0,1086.0,2295.0,150.44075059890747,0.6029880509643902,98.72727272727273,0.009080682017823468,1.0485485668194132,0.7711003259888719
graphene_210612,327.0,1193.5,2352.0,172.09588861465454,0.5063972016736981,108.5,0.010550699394276958,0.9485315438748357,0.31656322506474344
graphene_210659,425.0,194.5,576.0,62.62296009063721,0.623249997297121,21.61111111111111,0.03500459806585208,0.785825252532959,0.588051343667635
graphene_210689,409.0,344.0,841.0,74.30760216712952,0.7828919221217336,34.4,0.019085874166373057,0.7842313832250135,0.4308178260439472
graphene_210740,349.0,926.0,1868.0,186.14868998527527,0.6478893018766868,43.61369947547054,0.020786657226534885,0.8342715419000847,0.18636041159335648
graphene_21096,350.0,892.5,1781.0,126.90071606636047,0.6960106513070453,55.6563200280112,0.010733768073995597,0.8614711966478427,0.27968642231553126
graphene_211010,370.0,692.0,1855.0,156.37470817565918,0.6911633282606252,50.2243537251124,0.01905701468868381,0.8309304971816129,0.4201433939455062
graphene_211216,380.0,608.5,1629.0,144.44422817230225,0.6986680271925317,30.532399799141785,0.021106450990427208,0.9153353002069323,0.6161886995869879
graphene_211229,313.0,2413.5,4430.0,365.0408675670624,0.4559501436890262,92.96034326146196,0.012489002874894439,1.1063066029969582,0.7244424718269473
graphene_211428,357.0,856.0,1638.0,120.36890578269958,0.7424291299849922,61.142857142857146,0.010333345799616304,0.8595073265893955,0.17230955043670867
graphene_211461,368.0,652.5,1636.0,179.02414202690125,0.5530897800954007,33.16144200626959,0.031294343908879474,0.9101413452414195,0.5735416458183433
graphene_211638,246.0,3663.5,6328.0,434.0894799232483,0.4886226374220178,185.2274643528226,0.00815760994037522,0.9963546846811652,0.4797909404948459
graphene_212067,326.0,1147.0,2448.0,174.97341060638428,0.5936985251124802,91.49395887823307,0.01128477043579577,1.0669664366335596,0.7500547233379838
graphene_212536,432.0,115.0,544.0,65.96835732460022,0.6694694974865951,8.219875776397515,0.06964734918592176,0.6087660155151275,0.34199782846194415
graphene_212579,343.0,930.5,2340.0,215.61439263820648,0.7302015455192561,32.39335930503314,0.02193164624625598,0.8036057379513684,0.460212215390772
graphene_212644,373.0,729.0,1292.0,112.9610025882721,0.7179270479360307,91.125,0.013547745656235921,0.9320955399006168,0.375798253137403
graphene_213330,356.0,825.5,1960.0,136.43611812591553,0.5572732963467054,58.964285714285715,0.011504971834799425,0.8984946376000341,0.6103229555626266
graphene_213445,357.0,832.0,2142.0,145.3439428806305,0.4949249128227757,59.42857142857143,0.011853622228107256,0.9723055853282466,0.7248669524577819
graphene_213561,330.0,1164.0,2200.0,180.55981540679932,0.4486633969588189,145.5,0.012731117986464167,1.1539203305784824,0.8156895385781728
graphene_213604,334.0,1054.0,2450.0,187.3750102519989,0.7153872307929181,45.92983343875185,0.014559963367139894,0.9310373093886232,0.6714700039160565
graphene_213615,406.0,361.0,950.0,80.54190850257874,0.6993156271697433,40.111111111111114,0.018915290932315976,1.0057728110107278,0.8565108417646292
graphene_213861,387.0,496.5,1383.0,124.19061207771301,0.7816486622496841,31.174557617608976,0.02272670314530895,0.7100994759076038,0.0
graphene_213976,430.0,132.5,440.0,50.91605567932129,0.6422679294730274,13.25,0.04446731948438672,0.7223460513236073,0.646610299467668
graphene_214161,361.0,813.5,1680.0,117.67625832557678,0.7382266503123557,50.84375,0.010132365859972984,0.8196478777741133,0.20270989799362826
graphene_214244,421.0,239.0,644.0,57.2408127784729,0.9166344626673477,19.916666666666668,0.021287654613816535,0.7881104062391007,0.6614378277661477
graphene_214395,375.0,668.5,1406.0,111.47450089454651,0.6760210239373086,41.78125,0.013221001083813522,0.8267401579471307,0.25194353793247254
graphene_214624,364.0,766.0,1800.0,133.6723597049713,0.538710455150414,51.06666666666666,0.012959312263631593,1.1034800211677371,0.8504434976194729
graphene_214774,319.0,1174.0,2440.0,180.94560313224792,0.6814881559243315,81.56681081553313,0.012872284203297907,0.9389139183245235,0.6606468576291943
graphene_214853,372.0,1261.0,2877.0,241.60412883758545,0.5413808934959986,65.63600317208565,0.016556654777696928,1.0437854682130117,0.748996795990868
graphene_215071,378.0,560.0,1649.0,149.79491424560547,0.7716272107453918,26.990767045454543,0.02483781157618646,0.7191888450023435,0.22812970032204702
graphene_215327,400.0,374.0,1189.0,136.5662739276886,0.6720839757868778,18.623845405930968,0.0423684814723196,0.7759190883579893,0.5979177613459928
graphene_21547,385.0,581.5,1456.0,178.85270953178406,0.5372470140500325,34.283802665520206,0.039683485530406695,0.8608719767233909,0.34367672343819117
graphene_215573,336.0,1050.5,2070.0,134.49938321113586,0.7297352665116499,80.8076923076923,0.008319058596056616,0.8610509622434118,0.2852372514418968
graphene_215814,310.0,1240.0,2484.0,164.58915948867798,0.575213531999486,124.0,0.008794865013891966,1.108964385836719,0.7901227874101241
graphene_216009,424.0,198.5,550.0,59.698578119277954,0.6999103252447867,24.8125,0.03264410560534493,0.9380831519646858,0.7713892158398701
graphene_216042,338.0,1016.5,2299.0,228.41755771636963,0.7222993447502216,33.98728831424356,0.02425842019999709,0.8506568923895709,0.4378176473954906
graphene_216175,370.0,761.5,1426.0,147.93818712234497,0.6271802603208725,69.89212081418253,0.021047769310881627,0.9357181455587916,0.2869048665074218
graphene_216272,384.0,609.0,1254.0,120.42827773094177,0.5276794796780471,55.36363636363636,0.01899075022619355,1.0860870529786453,0.8051852796858373
graphene_216324,418.0,270.5,702.0,71.0668797492981,0.6730427305693979,27.05,0.026596844491319733,0.7631996877446313,0.25274605576578485
graphene_216681,284.0,3007.5,4743.0,412.291047334671,0.44660589989214544,155.68369900165413,0.01204267715838468,1.0764670551757718,0.6419592571756636
graphene_216832,391.0,482.0,1277.0,111.29969239234924,0.7844664636655473,53.461786825726136,0.020829986021778324,0.7769480167978757,0.281788842686724
graphene_217146,391.0,537.0,1023.0,90.49290871620178,0.8240528272895348,53.7,0.014906619862198899,0.8522697388573288,0.4731035127204019
graphene_217160,332.0,1075.0,2196.0,241.10864543914795,0.5727668030951956,54.86571373200444,0.02551052004679957,0.9149456066345412,0.3703799035389725
graphene_217421,377.0,608.0,1636.0,167.58952236175537,0.5510768145761412,30.475054824561408,0.02823799374078413,0.8193376755991637,0.3983109668937149
graphene_217486,393.0,487.5,1155.0,99.22289252281189,0.6222439996775283,44.31818181818182,0.017485061428515445,0.8165669828105135,0.21655151931511699
graphene_217503,431.0,121.0,579.0,78.66019630432129,0.5040556910091288,10.419323101141284,0.09541759645151812,0.7228119621611637,0.45490602779220835
graphene_217610,389.0,454.5,1324.0,154.6965389251709,0.5796553352994795,29.197368467005433,0.04016288666986105,0.9320386575973555,0.6847037706659319
graphene_217767,396.0,477.0,1088.0,96.5152759552002,0.6434815949162336,43.36363636363637,0.017949189351161604,0.7882408391930813,0.27467057110712223
graphene_217855,378.0,631.5,1484.0,149.74244809150696,0.6357152177324125,43.8001470421898,0.024436386378036648,0.8374782889347259,0.4710333599130269
graphene_21787,379.0,609.0,1513.0,136.42569518089294,0.6921759477161887,38.036840554081934,0.021282621922823697,0.8066563043304249,0.3741921705200657
graphene_217930,439.0,27.0,228.0,31.010629415512085,0.6666009631543325,3.2666666666666666,0.1628486624129074,0.6086564106675078,0.7951148980601629
graphene_218251,355.0,844.5,1955.0,156.05647492408752,0.6190045289652784,69.5963677628864,0.015820628016042754,0.9050166054853449,0.5661039273901377
graphene_218393,298.0,1379.5,3028.0,183.79216599464417,0.6479552402442583,120.56856898085604,0.00868438047335464,1.0258034463403183,0.7534533567402029
graphene_218574,281.0,1514.0,2520.0,184.57745265960693,0.5584424749120783,108.14285714285714,0.008929576867309722,1.1607376210895268,0.7791199007786713
graphene_218641,380.0,602.5,1575.0,143.5114459991455,0.7002850302365197,28.50903642231443,0.02179934411358097,0.9158757558555879,0.6103451856407243
graphene_218671,371.0,1170.5,3123.0,293.256050825119,0.34126961066452016,69.16899676572893,0.023544883851568478,1.1454802387300533,0.7849037585167481
graphene_218835,417.0,292.5,700.0,68.65632557868958,0.7797845408141562,32.5,0.023021690070657023,0.7852574400325177,0.3302956821525185
graphene_218920,398.0,453.5,1200.0,96.65739965438843,0.7722018898539483,39.90592111857272,0.017167787013003265,0.7713063327558113,0.2879788454737649
graphene_219089,373.0,644.0,1551.0,140.00873613357544,0.6929546592594055,35.21095521541951,0.019873895877266682,0.8049213767517869,0.3470534119233575
graphene_219091,369.0,678.0,1888.0,182.20118355751038,0.7183568921213739,32.53687315634218,0.026519221633265297,0.7589978226560798,0.30908029579280427
graphene_219148,429.0,143.5,568.0,72.92829942703247,0.6616487232775464,11.965447154471544,0.06599374074723831,0.6619007163980685,0.5306033711057561
graphene_219384,372.0,714.5,1435.0,124.07624006271362,0.5832232764770755,54.96153846153845,0.015014923179729144,0.8840587070513725,0.39537806472361076
graphene_219585,380.0,628.5,1295.0,105.0214295387268,0.7160762914752302,44.892857142857146,0.013551295033351774,0.8168772308745824,0.00036023358030863405
graphene_219696,315.0,1274.5,2632.0,171.7987778186798,0.5426372010890398,98.03846153846153,0.008798617033198583,0.908414198146852,0.39840096501961925
graphene_219810,324.0,1169.5,2280.0,147.28972458839417,0.6774311924896111,73.09375,0.008135979151881148,1.1107500934560532,0.8285536931909804
graphene_220157,328.0,1115.0,3204.0,216.71706771850586,0.5429214468512983,63.723967316315964,0.01793920988653691,0.9648827248099244,0.8134652170722417
graphene_220174,434.0,118.0,360.0,43.486377239227295,0.7841252036635847,13.11111111111111,0.04451659617213714,0.6835365626696679,0.4429391519523081
graphene_220525,371.0,730.5,1743.0,153.82443189620972,0.7315332725615774,43.1736824093087,0.021093012208988755,0.9188065245246884,0.6835027366800821
graphene_220692,358.0,877.5,1599.0,127.56988286972046,0.6775801514783095,73.125,0.011598470565039187,0.9018430348534195,0.3379156231044525
graphene_22078,392.0,501.0,1122.0,86.22561001777649,0.8467886705173999,45.54545454545455,0.01322640961025841,0.8060599359358184,0.45812284729085123
graphene_220802,438.0,70.0,308.0,41.14836668968201,0.519520514440956,14.0,0.07853377000132336,0.6633608317110601,0.6389709905193246
graphene_220884,345.0,903.5,1806.0,144.06154417991638,0.5470687276159139,75.29166666666667,0.012718919785614083,1.0767347631025959,0.7554793385551849
graphene_221010,339.0,987.0,2756.0,212.0439968109131,0.2758513117063287,70.5,0.016529343211953703,0.9032959570826465,0.31612394977938113
graphene_221041,424.0,200.0,575.0,62.68518781661987,0.6396022705957459,25.0,0.03416898062265138,0.917463421851129,0.7713892158398701
